"contract","payment_method","tenure_months","monthly_charges","total_charges","churn_value","churn_score","cltv"
"One year","Electronic check",56,"24.9","1334.0",1,92,"5327"
"Month-to-month","Mailed check",2,"56.7","113.55",1,77,"5560"
"One year","Mailed check",14,"105.95","1348.9",1,84,"5887"
"Month-to-month","Electronic check",4,"74.95","308.7",1,69,"3716"
"Month-to-month","Electronic check",15,"29.7","438.25",1,82,"5518"
"Month-to-month","Electronic check",1,"50.35","50.35",1,65,"4526"
"Two year","Electronic check",64,"47.85","3147.5",1,66,"6347"
"Month-to-month","Electronic check",1,"70.3","70.3",1,78,"4512"
"Month-to-month","Electronic check",55,"98.8","5617.75",1,69,"5543"
"Month-to-month","Bank transfer (automatic)",18,"99.85","1776.95",1,100,"3068"
"Month-to-month","Credit card (automatic)",32,"80.3","2483.05",1,94,"5365"
"Month-to-month","Credit card (automatic)",66,"80.45","5224.35",1,79,"5011"
"Month-to-month","Electronic check",7,"86.8","620.35",1,66,"3780"
"Month-to-month","Electronic check",6,"84.2","519.15",1,72,"5834"
"Month-to-month","Mailed check",13,"99.0","1301.7",1,81,"3493"
"Month-to-month","Electronic check",11,"100.75","1129.75",1,65,"2229"
"Month-to-month","Bank transfer (automatic)",9,"91.75","865.8",1,91,"4176"
"Month-to-month","Mailed check",1,"79.55","79.55",1,93,"5571"
"Month-to-month","Electronic check",54,"111.1","6014.85",1,93,"5527"
"Month-to-month","Electronic check",25,"89.1","2368.4",1,96,"4793"
"Month-to-month","Bank transfer (automatic)",37,"101.9","3545.35",1,83,"4437"
"Month-to-month","Electronic check",14,"91.65","1301.0",1,65,"4304"
"Month-to-month","Electronic check",4,"88.85","372.45",1,74,"2754"
"Month-to-month","Electronic check",3,"25.3","77.75",1,74,"3542"
"Month-to-month","Electronic check",1,"95.45","95.45",1,71,"5962"
"Month-to-month","Electronic check",13,"91.1","1135.7",1,78,"5347"
"One year","Credit card (automatic)",45,"54.15","2319.8",1,92,"2761"
"Month-to-month","Bank transfer (automatic)",1,"69.7","69.7",1,98,"4620"
"Month-to-month","Electronic check",6,"89.5","573.3",1,82,"2898"
"Month-to-month","Electronic check",3,"35.15","99.75",1,83,"2987"
"Month-to-month","Credit card (automatic)",12,"73.75","871.4",1,78,"2010"
"Month-to-month","Electronic check",8,"101.35","780.5",1,68,"5546"
"Month-to-month","Credit card (automatic)",6,"55.9","365.35",1,87,"4914"
"Month-to-month","Electronic check",3,"105.9","334.65",1,71,"2715"
"Month-to-month","Mailed check",1,"43.95","43.95",1,76,"3238"
"Month-to-month","Bank transfer (automatic)",1,"45.1","45.1",1,77,"4884"
"Month-to-month","Bank transfer (automatic)",41,"70.25","2868.05",1,69,"3407"
"Month-to-month","Electronic check",9,"55.35","449.75",1,70,"2688"
"Month-to-month","Electronic check",43,"103.0","4414.3",1,99,"2505"
"One year","Electronic check",33,"103.75","3361.05",1,81,"3824"
"Month-to-month","Electronic check",1,"69.35","69.35",1,88,"2843"
"Month-to-month","Electronic check",56,"73.85","4092.85",1,72,"5276"
"Month-to-month","Credit card (automatic)",3,"75.15","216.75",1,78,"2270"
"Month-to-month","Electronic check",1,"69.6","69.6",1,87,"2072"
"Month-to-month","Electronic check",5,"80.15","385.0",1,84,"5124"
"Month-to-month","Bank transfer (automatic)",1,"30.5","30.5",1,74,"5171"
"Two year","Bank transfer (automatic)",70,"98.3","6859.5",1,98,"4794"
"Month-to-month","Bank transfer (automatic)",48,"107.4","5121.3",1,89,"4956"
"Month-to-month","Electronic check",13,"82.0","1127.2",1,99,"3363"
"Month-to-month","Credit card (automatic)",24,"75.4","1747.85",1,74,"2325"
"Month-to-month","Electronic check",27,"101.25","2754.45",1,77,"4853"
"Month-to-month","Electronic check",25,"89.5","2196.15",1,90,"4849"
"Month-to-month","Bank transfer (automatic)",22,"74.4","1692.6",1,81,"2407"
"Month-to-month","Mailed check",1,"20.5","20.5",1,84,"3731"
"Month-to-month","Electronic check",4,"74.35","265.35",1,73,"3622"
"Month-to-month","Bank transfer (automatic)",18,"99.75","1836.25",1,68,"5857"
"One year","Electronic check",56,"111.95","6418.9",1,91,"4060"
"Month-to-month","Mailed check",16,"39.0","679.85",1,92,"5692"
"Month-to-month","Credit card (automatic)",30,"94.1","2804.45",1,94,"5255"
"Month-to-month","Bank transfer (automatic)",8,"95.65","778.1",1,95,"5335"
"Month-to-month","Electronic check",50,"88.05","4367.35",1,87,"5813"
"One year","Bank transfer (automatic)",41,"66.5","2728.6",1,65,"2517"
"Month-to-month","Mailed check",3,"35.45","106.85",1,70,"2095"
"Month-to-month","Mailed check",3,"49.9","130.1",1,73,"5585"
"Month-to-month","Credit card (automatic)",40,"104.5","4036.85",1,93,"2832"
"Month-to-month","Credit card (automatic)",3,"75.05","256.25",1,83,"3553"
"Month-to-month","Electronic check",23,"81.0","1917.1",1,78,"5701"
"Month-to-month","Electronic check",1,"74.45","74.45",1,94,"2394"
"Month-to-month","Mailed check",4,"60.4","272.15",1,90,"5730"
"Month-to-month","Mailed check",1,"70.65","70.65",1,82,"3463"
"One year","Electronic check",12,"59.8","727.8",1,69,"4581"
"Month-to-month","Bank transfer (automatic)",9,"44.2","403.35",1,87,"2029"
"Month-to-month","Electronic check",1,"75.75","75.75",1,97,"5571"
"Month-to-month","Credit card (automatic)",67,"102.95","6886.25",1,70,"5620"
"Month-to-month","Mailed check",4,"74.4","306.6",1,77,"5839"
"Month-to-month","Electronic check",1,"29.85","29.85",0,27,"3964"
"One year","Mailed check",34,"56.95","1889.5",0,61,"3441"
"One year","Bank transfer (automatic)",45,"42.3","1840.75",0,66,"4307"
"Month-to-month","Credit card (automatic)",22,"89.1","1949.4",0,43,"4459"
"Month-to-month","Mailed check",10,"29.75","301.9",0,51,"2013"
"One year","Bank transfer (automatic)",62,"56.15","3487.95",0,58,"4529"
"Month-to-month","Mailed check",13,"49.95","587.45",0,76,"5764"
"Two year","Credit card (automatic)",16,"18.95","326.8",0,39,"4726"
"One year","Credit card (automatic)",58,"100.35","5681.1",0,71,"6432"
"Month-to-month","Electronic check",25,"105.5","2686.05",0,75,"5822"
"Two year","Credit card (automatic)",69,"113.25","7895.15",0,43,"5141"
"One year","Mailed check",52,"20.65","1022.95",0,35,"5186"
"Two year","Bank transfer (automatic)",71,"106.7","7382.25",0,73,"4479"
"Month-to-month","Electronic check",21,"90.05","1862.9",0,57,"5982"
"One year","Bank transfer (automatic)",12,"19.8","202.25",0,77,"5279"
"Two year","Credit card (automatic)",58,"59.9","3505.1",0,53,"6407"
"Month-to-month","Credit card (automatic)",49,"59.6","2970.3",0,79,"4986"
"Month-to-month","Bank transfer (automatic)",30,"55.3","1530.6",0,65,"2725"
"Two year","Credit card (automatic)",72,"90.25","6369.45",0,21,"5974"
"Two year","Credit card (automatic)",71,"96.35","6766.95",0,38,"5309"
"Month-to-month","Credit card (automatic)",2,"95.5","181.65",0,69,"4449"
"One year","Mailed check",27,"66.15","1874.45",0,66,"3213"
"Month-to-month","Bank transfer (automatic)",1,"20.2","20.2",0,77,"5526"
"Month-to-month","Bank transfer (automatic)",1,"45.25","45.25",0,40,"3144"
"Two year","Bank transfer (automatic)",72,"99.9","7251.7",0,79,"5915"
"Month-to-month","Credit card (automatic)",46,"74.8","3548.3",0,41,"3395"
"One year","Mailed check",10,"49.55","475.7",0,22,"2392"
"Two year","Credit card (automatic)",70,"69.2","4872.35",0,25,"4715"
"One year","Mailed check",17,"20.75","418.25",0,64,"3646"
"Two year","Credit card (automatic)",63,"79.85","4861.45",0,70,"4595"
"Month-to-month","Electronic check",13,"76.2","981.45",0,41,"2569"
"Month-to-month","Electronic check",49,"84.5","3906.7",0,71,"6434"
"Month-to-month","Mailed check",2,"49.25","97.0",0,57,"3805"
"Two year","Credit card (automatic)",52,"79.75","4217.8",0,49,"4142"
"Two year","Credit card (automatic)",69,"64.15","4254.1",0,62,"5128"
"Month-to-month","Electronic check",43,"90.25","3838.75",0,52,"2223"
"Month-to-month","Credit card (automatic)",25,"69.5","1752.65",0,25,"3154"
"One year","Credit card (automatic)",60,"74.85","4456.35",0,59,"5153"
"One year","Credit card (automatic)",63,"99.65","6311.2",0,79,"4572"
"One year","Electronic check",66,"108.45","7076.35",0,74,"4582"
"Two year","Credit card (automatic)",34,"24.95","894.3",0,62,"5408"
"Two year","Credit card (automatic)",72,"107.5","7853.7",0,53,"4708"
"Month-to-month","Electronic check",47,"100.5","4707.1",0,70,"4488"
"Month-to-month","Bank transfer (automatic)",60,"89.9","5450.7",0,35,"6292"
"Two year","Bank transfer (automatic)",72,"42.1","2962.0",0,29,"6091"
"One year","Credit card (automatic)",18,"54.4","957.1",0,33,"4948"
"Month-to-month","Electronic check",3,"75.3","244.1",0,35,"5387"
"One year","Electronic check",47,"78.9","3650.35",0,61,"3817"
"Two year","Mailed check",31,"79.2","2497.2",0,78,"4984"
"Two year","Bank transfer (automatic)",50,"20.15","930.9",0,20,"5849"
"Month-to-month","Mailed check",10,"79.85","887.35",0,38,"5983"
"Month-to-month","Mailed check",1,"49.05","49.05",0,30,"3178"
"One year","Electronic check",52,"20.4","1090.65",0,26,"5482"
"Two year","Bank transfer (automatic)",64,"111.6","7099.0",0,69,"4881"
"Two year","Bank transfer (automatic)",62,"24.25","1424.6",0,33,"4444"
"Month-to-month","Bank transfer (automatic)",3,"64.5","177.4",0,54,"5613"
"One year","Electronic check",56,"110.5","6139.5",0,21,"4463"
"One year","Credit card (automatic)",46,"55.65","2688.85",0,56,"2867"
"Month-to-month","Mailed check",8,"54.65","482.25",0,43,"5614"
"Month-to-month","Electronic check",30,"74.75","2111.3",0,55,"3033"
"One year","Credit card (automatic)",45,"25.9","1216.6",0,78,"5741"
"Month-to-month","Electronic check",11,"50.55","565.35",0,28,"3443"
"Month-to-month","Bank transfer (automatic)",42,"103.8","4327.5",0,37,"4005"
"Two year","Bank transfer (automatic)",49,"20.15","973.35",0,37,"5422"
"Month-to-month","Credit card (automatic)",9,"99.3","918.75",0,69,"3540"
"One year","Bank transfer (automatic)",35,"62.15","2215.45",0,39,"5255"
"Two year","Bank transfer (automatic)",48,"20.65","1057.0",0,25,"4124"
"Two year","Mailed check",46,"19.95","927.1",0,80,"5480"
"Month-to-month","Mailed check",29,"33.75","1009.25",0,62,"3664"
"Month-to-month","Bank transfer (automatic)",30,"82.05","2570.2",0,9,"5036"
"Month-to-month","Electronic check",1,"74.7","74.7",0,60,"4182"
"Two year","Mailed check",66,"84.0","5714.25",0,24,"5825"
"Month-to-month","Credit card (automatic)",65,"111.05","7107.0",0,38,"5261"
"Two year","Bank transfer (automatic)",72,"100.9","7459.05",0,54,"5781"
"One year","Credit card (automatic)",71,"66.85","4748.7",0,26,"4117"
"Two year","Bank transfer (automatic)",52,"21.0","1107.2",0,66,"4158"
"Month-to-month","Mailed check",1,"20.2","20.2",0,77,"2710"
"Month-to-month","Electronic check",1,"19.45","19.45",0,26,"5612"
"One year","Bank transfer (automatic)",38,"95.0","3605.6",0,63,"4741"
"One year","Bank transfer (automatic)",66,"45.55","3027.25",0,28,"6238"
"Month-to-month","Mailed check",5,"24.3","100.2",0,61,"4015"
"One year","Electronic check",72,"104.15","7303.05",0,21,"4594"
"One year","Mailed check",32,"30.15","927.65",0,60,"3585"
"One year","Mailed check",43,"94.35","3921.3",0,53,"5845"
"Two year","Credit card (automatic)",72,"19.4","1363.25",0,23,"5234"
"One year","Credit card (automatic)",52,"57.95","3042.25",0,28,"6078"
"Month-to-month","Electronic check",43,"91.65","3954.1",0,65,"3826"
"Two year","Electronic check",64,"54.6","3423.5",0,35,"4850"
"Month-to-month","Electronic check",3,"89.85","248.4",0,22,"4648"
"Two year","Bank transfer (automatic)",36,"31.05","1126.35",0,54,"4871"
"Two year","Mailed check",41,"20.65","835.15",0,59,"5918"
"Month-to-month","Credit card (automatic)",27,"85.2","2151.6",0,28,"3796"
"One year","Credit card (automatic)",56,"99.8","5515.45",0,43,"4606"
"Month-to-month","Mailed check",6,"20.7","112.75",0,47,"5346"
"Month-to-month","Mailed check",7,"50.7","350.35",0,59,"3097"
"Month-to-month","Mailed check",4,"20.85","62.9",0,76,"3172"
"Two year","Electronic check",33,"88.95","3027.65",0,32,"5087"
"Two year","Bank transfer (automatic)",72,"23.55","1723.95",0,59,"5901"
"Month-to-month","Mailed check",1,"19.75","19.75",0,68,"2484"
"One year","Electronic check",71,"56.45","3985.35",0,68,"5372"
"Month-to-month","Electronic check",13,"85.95","1215.65",0,58,"5886"
"Two year","Bank transfer (automatic)",67,"50.55","3260.1",0,63,"6064"
"Two year","Credit card (automatic)",43,"25.7","1188.2",0,79,"2017"
"Month-to-month","Bank transfer (automatic)",23,"75.0","1778.5",0,29,"2221"
"Two year","Mailed check",64,"20.2","1277.75",0,51,"4557"
"Two year","Mailed check",57,"19.6","1170.55",0,40,"4393"
"Two year","Credit card (automatic)",72,"88.05","6425.65",0,8,"6102"
"Two year","Bank transfer (automatic)",61,"101.05","5971.25",0,60,"6311"
"One year","Credit card (automatic)",64,"84.3","5289.05",0,53,"5044"
"Two year","Bank transfer (automatic)",71,"23.95","1756.2",0,52,"4329"
"Two year","Credit card (automatic)",65,"99.05","6416.7",0,59,"5878"
"One year","Mailed check",3,"19.6","61.35",0,33,"2543"
"One year","Credit card (automatic)",30,"64.5","1929.95",0,30,"4320"
"Month-to-month","Mailed check",15,"69.5","1071.4",0,35,"3128"
"Month-to-month","Electronic check",8,"68.55","564.35",0,58,"3123"
"One year","Credit card (automatic)",70,"108.15","7930.55",0,41,"5192"
"Two year","Electronic check",62,"86.1","5215.25",0,62,"5769"
"Month-to-month","Mailed check",6,"19.7","113.5",0,43,"4293"
"Month-to-month","Bank transfer (automatic)",14,"80.9","1152.8",0,46,"2563"
"Month-to-month","Bank transfer (automatic)",22,"84.15","1821.95",0,32,"3549"
"One year","Mailed check",22,"20.15","419.9",0,72,"2173"
"Two year","Mailed check",16,"64.25","1024.0",0,77,"5511"
"One year","Credit card (automatic)",49,"35.8","1782.0",0,69,"4865"
"Two year","Bank transfer (automatic)",10,"25.7","251.6",0,8,"3611"
"Month-to-month","Electronic check",13,"56.0","764.55",0,22,"5156"
"Month-to-month","Electronic check",2,"69.7","135.2",0,43,"3056"
"Two year","Bank transfer (automatic)",53,"73.9","3958.25",0,55,"5644"
"One year","Mailed check",11,"20.6","233.9",0,29,"4047"
"Two year","Mailed check",69,"19.9","1363.45",0,54,"5570"
"Two year","Bank transfer (automatic)",72,"89.05","6254.45",0,54,"6212"
"Month-to-month","Electronic check",16,"20.4","321.4",0,62,"3990"
"One year","Bank transfer (automatic)",43,"84.25","3539.25",0,51,"4382"
"Two year","Mailed check",14,"81.95","1181.75",0,52,"2564"
"One year","Bank transfer (automatic)",32,"20.55","654.55",0,77,"5358"
"Month-to-month","Electronic check",34,"24.7","780.2",0,72,"3421"
"Month-to-month","Bank transfer (automatic)",15,"105.35","1559.25",0,66,"2721"
"One year","Credit card (automatic)",61,"20.55","1252.0",0,42,"5110"
"Month-to-month","Mailed check",1,"45.3","45.3",0,48,"3575"
"One year","Credit card (automatic)",33,"74.75","2453.3",0,26,"5344"
"Month-to-month","Mailed check",20,"51.8","1023.85",0,24,"2764"
"Month-to-month","Electronic check",3,"30.4","82.15",0,55,"3108"
"One year","Electronic check",13,"19.65","244.8",0,49,"2024"
"Month-to-month","Credit card (automatic)",40,"56.6","2379.1",0,72,"3359"
"One year","Credit card (automatic)",43,"71.9","3173.35",0,23,"4106"
"Two year","Bank transfer (automatic)",69,"19.75","1375.4",0,72,"5325"
"Two year","Credit card (automatic)",72,"109.7","8129.3",0,74,"5945"
"Two year","Credit card (automatic)",59,"19.3","1192.7",0,28,"4149"
"Month-to-month","Electronic check",20,"96.55","1901.65",0,36,"4382"
"Two year","Bank transfer (automatic)",24,"24.1","587.4",0,26,"4634"
"Month-to-month","Electronic check",59,"111.35","6519.75",0,62,"6047"
"Two year","Bank transfer (automatic)",72,"112.25","8041.65",0,55,"4099"
"Month-to-month","Mailed check",1,"20.75","20.75",0,25,"3358"
"One year","Credit card (automatic)",27,"101.9","2681.15",0,69,"3795"
"Month-to-month","Credit card (automatic)",14,"80.05","1112.3",0,53,"4400"
"Two year","Electronic check",71,"105.55","7405.5",0,63,"5010"
"Month-to-month","Credit card (automatic)",13,"78.3","1033.95",0,26,"5566"
"Month-to-month","Credit card (automatic)",44,"68.85","2958.95",0,51,"2053"
"One year","Bank transfer (automatic)",33,"79.95","2684.85",0,52,"3118"
"Two year","Credit card (automatic)",72,"55.45","4179.2",0,32,"4556"
"One year","Credit card (automatic)",64,"102.45","6654.1",0,58,"6398"
"Month-to-month","Electronic check",1,"25.25","25.25",0,73,"5858"
"Two year","Mailed check",61,"19.75","1124.2",0,76,"5411"
"One year","Electronic check",29,"20.0","540.05",0,34,"3800"
"Month-to-month","Electronic check",23,"86.8","1975.85",0,38,"5788"
"Month-to-month","Bank transfer (automatic)",57,"58.75","3437.45",0,38,"4115"
"Two year","Credit card (automatic)",72,"45.25","3139.8",0,22,"5041"
"Two year","Bank transfer (automatic)",66,"56.6","3789.2",0,77,"5500"
"Two year","Bank transfer (automatic)",65,"84.2","5324.5",0,33,"5256"
"Month-to-month","Bank transfer (automatic)",8,"80.0","624.6",0,22,"2165"
"Two year","Bank transfer (automatic)",71,"24.75","1836.9",0,51,"4642"
"One year","Electronic check",1,"20.2","20.2",0,21,"4160"
"One year","Bank transfer (automatic)",12,"19.35","219.35",0,57,"4451"
"One year","Mailed check",24,"50.6","1288.75",0,32,"4806"
"One year","Mailed check",31,"81.15","2545.75",0,54,"5643"
"Month-to-month","Credit card (automatic)",30,"89.9","2723.15",0,33,"3233"
"Two year","Credit card (automatic)",47,"85.3","4107.25",0,30,"5698"
"Two year","Credit card (automatic)",54,"108.0","5760.65",0,73,"6370"
"Month-to-month","Credit card (automatic)",50,"93.5","4747.5",0,70,"6367"
"Two year","Credit card (automatic)",72,"20.25","1566.9",0,49,"5733"
"Month-to-month","Electronic check",29,"25.15","702.0",0,46,"5491"
"Two year","Mailed check",10,"29.6","299.05",0,62,"3180"
"Month-to-month","Electronic check",18,"73.15","1305.95",0,73,"4283"
"Two year","Mailed check",16,"19.75","284.35",0,53,"4272"
"Two year","Bank transfer (automatic)",72,"86.6","6350.5",0,37,"4530"
"Two year","Bank transfer (automatic)",72,"109.2","7878.3",0,26,"4551"
"One year","Credit card (automatic)",41,"74.7","3187.65",0,56,"5246"
"Month-to-month","Electronic check",65,"94.4","6126.15",0,7,"5348"
"Month-to-month","Electronic check",13,"54.8","731.3",0,7,"5557"
"Month-to-month","Electronic check",4,"75.35","273.4",0,40,"4033"
"One year","Mailed check",41,"65.0","2531.8",0,57,"5043"
"One year","Electronic check",42,"99.0","4298.45",0,46,"2887"
"One year","Electronic check",51,"93.5","4619.55",0,68,"5561"
"One year","Credit card (automatic)",32,"83.7","2633.3",0,71,"3945"
"Month-to-month","Mailed check",10,"19.85","193.05",0,58,"3768"
"Two year","Electronic check",67,"59.55","4103.9",0,56,"4478"
"Two year","Credit card (automatic)",61,"115.1","7008.15",0,38,"6090"
"One year","Credit card (automatic)",50,"114.35","5791.1",0,33,"5068"
